"pE" "pB"
"1" 0.60436015241602 0.757665556070001
"2" 8.52296875121649 7.3462795154968
"3" 1.425775994718 1.45686118060639
"4" 0.835395455687444 1.15662843135821
"5" 100.000242508776 8.30314214021999
"6" 2.2707689612978 2.50414107195396
"7" 4.82319600739495 3.50940757817805
"8" 1.342082991088 1.6856174114545
"9" 3.53973684487156 4.09373320591614
"10" 100.00020569664 6.63985555146302
"11" 1.30726784333601 1.62170804135954
"12" 0.703968251525301 0.81987503779328
"13" 7.86816620106617 4.50659219966146
"14" 1.25483733058809 1.439414318997
"15" 0.251023924571527 0.336318471954663
"16" 3.21080468410707 1.86837354021376
"17" 100.000123648336 3.76652566863068
"18" 5.25074037536139 4.45529576701121
"19" 1.11913573415492 1.50543158036047
"20" 0.604445526286947 0.864111824314055
"21" 0.712965395276277 0.873024500359905
"22" 1.57742354903242 2.01139178870087
"23" 0.468873946899907 0.597613424549984
"24" 0.369466213866212 0.507077564119636
"25" 3.67407017953294 3.91304976207276
"26" 0.842277793330624 1.01473378965155
"27" 0.644294792528042 0.80130628871035
"28" 100.000104235195 6.40269269224457
"29" 1.7105475550148 2.09535411662557
"30" 1.44227236569524 2.3225466451702
"31" 0.731543453443495 0.821687274256867
"32" 1.19833168318416 1.6352231822663
"33" 0.263235052822693 0.438232496838439
"34" 1.03834489912818 1.29829182459173
"35" 1.61551910913297 2.01674796317193
"36" 0.345870091802298 0.570225104601537
"37" 2.86869610280496 2.94485063913013
"38" 35.8967820948967 5.05159760737817
"39" 34.3190553028993 3.63550091943325
"40" 4.37203244924984 2.55191313172826
"41" 0.760884817890332 1.21229599563875
"42" 1.23177719786646 1.28426881343498
"43" 0.94243630034211 1.15758269289503
"44" 0.645861908751688 0.785770389732392
"45" 0.858872340246968 1.03132892201071
"46" 3.80561117738608 4.6341563990815
"47" 2.55869782295867 2.56970408019522
"48" 1.24826494801922 1.60360900901684
"49" 1.73089996823908 1.68725081985935
"50" 0.615246036707232 0.734567502881906
"51" 0.674854815948755 0.948254699986806
"52" 0.61398646597572 0.724680449909555
"53" 0.78607713132617 0.948963930789411
"54" 1.66108392481609 1.99622288711393
"55" 1.96083477691863 2.84308947573034
"56" 0.376418534192846 0.538204638230313
"57" 2.23031741084332 3.21505284257776
"58" 50.8257560905435 4.18772862298288
"59" 34.3191007349485 4.08602344322705
"60" 1.98708683924593 1.856447638964
"61" 2.59498539258607 2.95193992964683
"62" 0.623082050631481 0.791438135071684
"63" 0.474354160257472 0.659974474145902
"64" 0.854870543628956 0.989273364412789
"65" 0.438319746289264 0.572453612656624
"66" 0.404270746782451 0.565381594074538
"67" 0.439164852796589 0.581837836128798
"68" 0.435813799085825 0.544648665161476
"69" 8.87450923819949 3.11328017532918
"70" 100.000160546639 3.67127240888362
"71" 1.06187308855382 1.41937834606339
"72" 2.8358320336966 3.51054020223543
"73" 1.11812993439478 1.30016935512536
"74" 48.5049736821694 4.53722771513495
"75" 2.27332652587369 2.8324121497035
"76" 0.684359568232054 0.879601115412064
"77" 0.542300587596524 0.675620766851302
"78" 0.470317823660003 0.541536036695842
"79" 0.91804501654719 1.22210878899974
"80" 0.871330388966641 1.02172279017907
"81" 2.50410018669916 3.5667480020394
"82" 0.52423666247263 0.678498197122198
"83" 0.808781957239823 1.08337567935208
"84" 0.616953498338457 0.75948802235084
"85" 2.04129577078082 2.5531166527523
"86" 0.968956827755858 1.12715713808814
"87" 0.732354104022843 0.907478729457244
"88" 1.11145950286417 1.43007133991859
"89" 1.92597665045258 2.18597615933571
"90" 0.33086381901087 0.434133906954386
"91" 3.93696558921654 5.35082955835867
"92" 0.959238494203682 1.21349022372797
"93" 0.370192195002451 0.51979919607783
"94" 1.58704712054841 1.86655593229063
"95" 1.3496484207682 1.83471542861716
"96" 0.722033701192746 0.815493363264016
"97" 1.27850779603588 1.49144406469749
"98" 1.342082991088 1.60484474906312
"99" 100.000123648336 4.94724832575545
"100" 100.00015015987 3.0576380585083
"101" 0.274545714003124 0.438073352438645
"102" 1.1963240887065 1.59023862647619
"103" 0.551142517900895 0.769585457872558
"104" 0.589762097102505 0.81623313815831
"105" 100.000421402044 8.34427860000799
"106" 2.24265761155562 2.39610318638825
"107" 100.000044488976 3.95411902511399
"108" 0.450262302791479 0.566384474573254
"109" 1.10066220199533 1.39180300921126
"110" 0.876865707532009 1.16568508378532
"111" 1.27850779603588 1.60267938974771
"112" 1.03494973498468 1.33316220538279
"113" 100.000123648336 3.81847154448364
"114" 100.000106176564 5.81010043943028
"115" 0.811569349303425 1.03744349620072
"116" 0.995630935698008 1.21293506441236
"117" 4.6156889209285 2.05660622437259
"118" 0.41363403370679 0.56371255136679
"119" 2.05361585632232 2.06778249844294
"120" 0.399847721742119 0.477726614937536
"121" 1.46729167122299 1.88763512993793
"122" 0.727306306938263 0.835594452168444
"123" 0.876160990577788 1.11806245467612
"124" 0.368702021543413 0.484255143651866
"125" 2.05293422129234 2.41370515291971
"126" 1.77112507149511 2.27595568263189
"127" 0.943627099735448 1.08992081026461
"128" 2.18946633878031 2.65724962211132
"129" 1.39222534475605 1.82936706294767
"130" 0.369466213866212 0.467549125493436
"131" 100.000223382242 6.34254245029029
"132" 1.07115595206827 1.32080714729543
"133" 0.615440399592825 0.930853312425098
"134" 1.58768552987039 1.83815128103779
"135" 3.31352930635399 2.46782449772785
"136" 2.05361585632232 1.8745420142511
"137" 0.473532571022584 0.61807297978347
"138" 1.03752748812721 1.1406681262164
"139" 0.956709797527806 1.28332601724757
"140" 1.4368750005104 1.6741686808657
"141" 0.797802114021909 0.964331330570754
"142" 1.33453923564283 1.51702180907359
"143" 1.99970034142709 2.14681936848873
"144" 2.8437058879391 2.30693853060121
"145" 2.5871555437204 2.68072162556684
"146" 1.07887519661974 1.59364018143794
"147" 0.797689887765509 0.981102002677509
"148" 5.52900827894536 3.69334708588045
"149" 0.829177155652202 0.993017193117259
"150" 0.341955633710551 0.420105338444089
"151" 0.78607713132617 0.844750951004564
"152" 0.973160155492199 1.41584351810816
"153" 0.468786807060411 0.574509383975104
"154" 0.982258087739409 1.31735347004841
"155" 0.475128283986056 0.616736840941619
"156" 1.54381846751379 1.65682042382395
"157" 100.000165604984 8.7823590680374
"158" 2.08188539328013 2.39874250784592
"159" 4.12228974731726 3.11604101061443
"160" 0.541920391041172 0.881124433795484
"161" 1.36876639500118 1.7838874886684
"162" 25.3170750713961 1.53869575106826
